"name","proportions","similarity"
"SBS3+SBS55","SBS3=1;SBS55=0","0.677873867931252"
"SBS3+SBS60","SBS3=1;SBS60=0","0.677873867931252"
"SBS47+SBS92","SBS47=0.16;SBS92=0.84","0.67769355471921"
"SBS87+SBS94","SBS87=0.28;SBS94=0.72","0.677612200442386"
"SBS9+SBS89","SBS9=0.49;SBS89=0.51","0.677523986480721"
"SBS6+SBS18","SBS6=0.62;SBS18=0.38","0.677523878235534"
"SBS25+SBS50","SBS25=0.83;SBS50=0.17","0.677170551716556"
"SBS25+SBS86","SBS25=0.82;SBS86=0.18","0.677001312572197"
"SBS50+SBS92","SBS50=0.17;SBS92=0.83","0.67666832748117"
"SBS6+SBS42","SBS6=0.54;SBS42=0.46","0.676372927284061"
"SBS29+SBS92","SBS29=0.19;SBS92=0.81","0.676350820296467"
"SBS6+SBS22","SBS6=0.68;SBS22=0.32","0.676302441360537"
"SBS7a+SBS92","SBS7a=0.1;SBS92=0.9","0.675640603852232"
"SBS6+SBS11","SBS6=0.68;SBS11=0.32","0.675635678581481"
"SBS51+SBS92","SBS51=0.17;SBS92=0.83","0.675374242436822"
"SBS85+SBS92","SBS85=0.19;SBS92=0.81","0.674950983105496"
"SBS8+SBS92","SBS8=0.25;SBS92=0.75","0.674764102719365"
"SBS6+SBS29","SBS6=0.61;SBS29=0.39","0.674602462546258"
"SBS7b+SBS9","SBS7b=0.23;SBS9=0.77","0.674531246193809"
"SBS37+SBS94","SBS37=0.35;SBS94=0.65","0.674339628569581"
"SBS25+SBS57","SBS25=0.83;SBS57=0.17","0.674062381221267"
"SBS87+SBS93","SBS87=0.32;SBS93=0.68","0.673736973166332"
"SBS25+SBS41","SBS25=0.78;SBS41=0.22","0.673399510240514"
"SBS9+SBS30","SBS9=0.73;SBS30=0.27","0.673262272166243"
"SBS15+SBS88","SBS15=0.58;SBS88=0.42","0.672448751478945"
